id,name,host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7322,Chelsea Perfect,18946,Doti,Manhattan,40.74192,-73.99501,Private room,140,1,260,7/1/2019,2.12,1,12
5826700,Beautiful Spacious Uptown Apartment,26328221,Geoff,Manhattan,40.82505,-73.95294,Entire home/apt,160,30,36,3/26/2017,0.7,2,0
2260042,Clean and pleasant Room in NYC,11503864,Omar,Queens,40.76427,-73.91562,Shared room,65,1,0,,,1,0
29981007,Brooklyn Luxury Apartment - Gorgeous 3 bedroom,139145066,Kerri-Ann,Brooklyn,40.67419,-73.88123,Entire home/apt,200,2,30,7/5/2019,3.85,2,76
3775259,BED-STUY SOUTHERN COMFORT ,19356930,Ella,Brooklyn,40.6872,-73.93805,Entire home/apt,165,3,173,7/6/2019,2.97,1,297
5699348,Spacious UES 1 bedroom apartment,8686625,Marie,Manhattan,40.78301,-73.95085,Entire home/apt,165,1,166,6/23/2019,3.3,1,210
22049875,"Bright large studio loft, 100% private, Bushwick",62649248,Benjamin,Brooklyn,40.70429,-73.91688,Entire home/apt,90,2,89,7/1/2019,4.67,2,38
35144255,"ENTIRE FLOOR,huge bedrooms,near SOHO,Chinatown,LES",27831147,Sissy,Manhattan,40.7154,-73.98301,Entire home/apt,585,2,1,6/30/2019,1,1,97
7873524,lovely apartment at central park,37282412,Meredith,Manhattan,40.80009,-73.95313,Entire home/apt,130,3,1,9/7/2015,0.02,1,0
30106162,Private Room in Charming TriBeCa Loft,407922,Kristen,Manhattan,40.72018,-74.00451,Private room,70,30,2,12/12/2018,0.26,1,0
33515760,Cozy vibes next to Prospect Park/Botanical Gardens,855437,Ronni,Brooklyn,40.66277,-73.9574,Private room,75,2,7,6/19/2019,3.23,1,111
8239352,Private Room 12x12 close to manhattan,43449898,Ashley,Queens,40.72194,-73.91138,Private room,59,1,85,6/30/2019,1.85,1,176
11735378,Inspired Space on Troutman,18466740,Ali,Brooklyn,40.69862,-73.93066,Private room,80,5,7,1/4/2019,0.18,1,300
33094364,Boho Studio in West Village- PRIME LOCATION,28770493,Haley,Manhattan,40.73508,-74.00004,Entire home/apt,204,4,3,6/30/2019,1.36,1,6
12404998,Cosy 1 bedroom apartment in Astoria,47380199,Kim,Queens,40.76869,-73.91966,Entire home/apt,120,7,1,6/5/2016,0.03,1,0
919990,2 Bedroom Apt in Caroll Gardens,4629954,Sarah,Brooklyn,40.67573,-73.99878,Entire home/apt,157,6,1,1/3/2017,0.03,1,24
32695489,"New Years Eve, The Manhattan Club (A268)",244746656,William,Manhattan,40.76447,-73.9816,Entire home/apt,840,1,0,,,4,4
32592881,Bushwick Room!,244973445,Shevon,Brooklyn,40.69466,-73.9106,Private room,100,1,0,,,1,35
35446198,COMFORTABLE PRIVATE ROOM in Williamsburg,8119817,Mila,Brooklyn,40.71601,-73.9413,Private room,80,1,1,6/30/2019,1,2,23
4822181,"Amazing 2BR (5) UES, (MIN 30 DAYS)",23772724,Elem,Manhattan,40.77427,-73.95325,Entire home/apt,99,30,8,4/23/2019,0.28,15,270
30815183,Location Location Location !!,230516915,C,Manhattan,40.78013,-73.96031,Entire home/apt,590,14,0,,,1,358
24136740,"3 Bedroom, 2 Bath Apt in East Village- Penthouse",177353847,East Village,Manhattan,40.72601,-73.99086,Entire home/apt,750,4,19,5/31/2019,1.27,4,151
7361434,Ditmas Park Spacious Studio Apt,38569616,Quinn,Brooklyn,40.64691,-73.95855,Entire home/apt,100,1,2,12/30/2015,0.04,1,0
13299243,Single family BBQ - 15 min to midtown,75092148,Sarah,Queens,40.76026,-73.92235,Entire home/apt,300,4,4,8/5/2018,0.11,1,0
1777197,( Hostal ) 1 full size Mattress (Top Bunk),2793778,Fernando,Queens,40.71697,-73.83396,Shared room,75,5,63,5/19/2019,0.91,5,19
6329973,Times Square room with private bath,31626212,Troy,Manhattan,40.75731,-73.98479,Private room,120,60,140,6/24/2019,2.81,5,283
35165581,Home of the Yankees,264840662,Arian,Bronx,40.82888,-73.9045,Private room,70,2,1,6/30/2019,1,1,90
19385872,Sun-filled Oasis in Crown Heights,13283016,Sarah,Brooklyn,40.66658,-73.95167,Entire home/apt,157,1,0,,,1,0
27661175,Vibrant Neighborhood & Convenient Location 2BR,67987135,Siyi,Brooklyn,40.69236,-73.93759,Entire home/apt,155,1,17,5/26/2019,1.65,9,118
32731541,HUGE duplex floor for share with 1 girl,49758877,Karina,Brooklyn,40.69348,-73.94757,Shared room,30,18,8,6/23/2019,1.89,1,27
30058948,å®¶åº­å¼æ—…é¦†ç¨ç«‹è¡›ç”Ÿé–“å¥—æˆ¿K,225889604,Fiona,Queens,40.76345,-73.828,Private room,73,1,5,6/18/2019,1.17,5,87
15035565,"Huge 2 Bedroom, Great Location, Express Metro",9671470,Jacob,Manhattan,40.81438,-73.95183,Entire home/apt,199,4,6,5/8/2018,0.19,2,0
27285058,Great Private Bedroom in Ridgewood! 3L-3,205530337,Nina,Queens,40.70285,-73.90411,Private room,45,30,1,6/1/2019,0.77,8,331
34042443,Cute Private Room in Washington Heights,133561420,Evan,Manhattan,40.84405,-73.93714,Private room,49,3,1,5/4/2019,0.45,1,2
24016646,Sunny 2br Apt in Bedstuy.. 20 mins to Manhattan!,16275624,Cj,Brooklyn,40.68238,-73.92918,Entire home/apt,100,3,3,9/15/2018,0.2,2,0
22714327,Birth place of Hip hop in the heart of the Bronx.,167560332,Schomberg,Bronx,40.81978,-73.88743,Private room,45,2,0,,,1,0
31294395,Cozy studio in Manhattan!,51812548,Marko,Manhattan,40.78047,-73.95152,Entire home/apt,110,1,3,4/14/2019,0.51,1,5
30735839,Comfy & Modern Private Bedroom w/ Bunkbed,230037325,Jay,Brooklyn,40.67999,-73.90701,Private room,55,1,3,6/23/2019,1.5,6,163
472052,Luxury Doorman Bldg Nr Central Park,2341078,George,Manhattan,40.77137,-73.98943,Entire home/apt,180,5,13,8/22/2014,0.15,1,0
4813140,Private Roof 4 bedroom 2.5Baths 15m to Manhattan,22643930,Joe,Brooklyn,40.69711,-73.93373,Entire home/apt,320,3,125,6/23/2019,3.42,1,269
9749603,New York artistic house &Queens,19256647,Jiao,Queens,40.73157,-73.83263,Entire home/apt,65,7,0,,,1,0
35269107,2éƒ¨å±‹ã§ã®ï½¼ï½ªï½± 10ç•³ é§…ã‹ã‚‰å¾’æ­©3åˆ† ï¾Œï¾žï¾™ï½¯ï½¸ï¾˜ï¾ã®å¤§äººæ°—ï½´ï¾˜ï½±:ï½³ï½¨ï¾˜ï½±ï¾‘ï½½ï¾žï¾Šï¾žï½°ï½¸ï¾žã‹ã‚‰3é§…,19303369,Hiroki,Brooklyn,40.68833,-73.95055,Private room,28,30,0,,,37,54
29243359,Shared Apt living-room w/pull out click open couch,220322871,Elisa,Manhattan,40.77156,-73.95716,Shared room,75,1,1,10/22/2018,0.12,1,365
4052514,Wow!  Two Bedroom Apartment in Safe Neighborhood!,2037149,Steve & Anna,Brooklyn,40.6501,-73.97985,Entire home/apt,149,4,143,6/24/2019,2.62,1,254
3544899,Cozy Family Gateaway!!!,7458731,Esther,Brooklyn,40.66123,-73.93428,Entire home/apt,85,3,37,8/6/2018,0.62,1,310
23565947,Beautiful Studio,3163859,Marie,Manhattan,40.79167,-73.97421,Entire home/apt,125,2,8,12/31/2018,0.5,1,176
31127921,Prime East Village location! 2 bed/1 bath,182679740,Todd,Manhattan,40.72685,-73.9837,Entire home/apt,299,3,13,6/23/2019,2.32,1,212
58059,PRIVATE Room on Historic Sugar Hill,277379,Agnes,Manhattan,40.8251,-73.94287,Private room,60,1,458,7/3/2019,4.58,2,258
16810023,"5m walk to L, Great Location â¤ï¸ Priv. Bath/Balcony",1699648,Benjamin,Brooklyn,40.71842,-73.94467,Private room,95,5,66,6/11/2019,2.24,1,25
5705775,"Bright & Beautiful, Private Garden",16437254,Benjamin,Brooklyn,40.68897,-73.98634,Entire home/apt,165,30,3,2/20/2019,0.06,21,339
21922071,Spacious Private Room in Ditmas Park,47326818,Emilyn,Brooklyn,40.65177,-73.96417,Private room,37,2,3,1/25/2018,0.16,1,0
21778446,Romantic Getaway,129602851,W.,Bronx,40.84607,-73.83842,Entire home/apt,99,7,1,2/1/2018,0.06,2,349
21088999,"SOHO / GREENWICH VILLAGE
Prime location- 1 Bedroom",51538274,Zachary,Manhattan,40.72801,-74.00105,Entire home/apt,150,80,18,4/15/2019,0.87,1,182
7311209,SUPER HUGE ROOM IN GREENPOINT BK,1641537,Lauren,Brooklyn,40.72503,-73.93909,Private room,53,7,7,3/9/2016,0.15,2,0
27809255,Luxurious 2 Bedroom Midtown East,61391963,Corporate Housing,Manhattan,40.75734,-73.96727,Entire home/apt,150,30,1,5/4/2019,0.45,91,311
27085643,"Entire apartment in Clinton Hill, minutes from NYC",349596,Marie-Claude,Brooklyn,40.68477,-73.96799,Entire home/apt,189,10,3,5/20/2019,0.32,1,14
27201242,**Newly Listed 2-bedroom gem with private entrance,1837068,Mansura,Brooklyn,40.69279,-73.91423,Entire home/apt,110,2,21,6/8/2019,2.96,1,13
4135674,Warm & lovely garden duplex in BK,2011110,Rebecca,Brooklyn,40.68786,-73.97339,Entire home/apt,300,1,5,7/10/2015,0.09,1,0
22321208,Elegant Apartment for Holidays in East Village,65390606,Carol,Manhattan,40.72677,-73.98267,Entire home/apt,150,5,1,12/18/2017,0.05,1,0
19057018,1BR/1BA in 2BR/2BA Flushing,356490,Peter,Queens,40.76796,-73.81732,Shared room,1000,1,0,,,1,0
35346788,15 min to Manhattan! 6-20 July discountprice 1200,16562278,ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€Ð¸Ð½Ð°,Queens,40.75998,-73.926,Entire home/apt,150,1,1,7/3/2019,1,1,5
35315339,Sleep in large quiet bedroom with sunny garden,220865756,Joe,Brooklyn,40.63331,-74.01975,Private room,99,5,0,,,2,37
14858485,Cozy nook in the Brook(lyn),93044732,Christopher,Brooklyn,40.69328,-73.95447,Private room,65,1,3,9/19/2016,0.09,1,0
35678147,Artist Bedroom in BUSHWICK NEXT to L and M Train,4077292,Unue,Brooklyn,40.69698,-73.90774,Private room,65,3,0,,,2,364
3061106,Private Room in Cozy Downtown Apt!,15581137,Maya,Manhattan,40.73229,-74.004,Private room,130,2,0,,,1,0
35425032,Beautiful 2 Bedroom Apt Near Times Square,266601642,Liz,Manhattan,40.75431,-73.99459,Entire home/apt,185,3,1,6/20/2019,1,1,267
28437754,8. Beautiful clean room 20mnts to Manhattan,188498431,Han,Queens,40.73894,-73.92288,Private room,65,2,26,7/1/2019,2.8,6,355
21665966,Queen room with balcony,75248463,Jotham,Brooklyn,40.64358,-73.9462,Private room,118,2,2,1/4/2018,0.11,4,45
23772767,First floor #6,151084261,Angie,Brooklyn,40.71865,-73.94951,Private room,125,30,13,5/27/2019,0.86,6,255
21220573,Beautiful Clean Studio in Midtown East,85318599,Murphy,Manhattan,40.75649,-73.97126,Entire home/apt,160,4,12,6/18/2019,0.59,1,0
29392426,Cozy Apt x Rent Close to Manhattan,4666670,Jeanny,Queens,40.77029,-73.91881,Entire home/apt,110,5,1,1/7/2019,0.16,4,173
16323724,"UWS Landmarked Townhouse 1BR, APT 3B",106837455,Lisa,Manhattan,40.78297,-73.98141,Entire home/apt,160,90,2,11/15/2017,0.07,8,125
8838513,Room in colorful Bushwick SUPER close to subways!,1423123,Gretchen,Brooklyn,40.69937,-73.94447,Private room,45,1,9,3/6/2019,0.27,1,0
716169,Feel the Brooklyn Love!,2055073,Melissa,Brooklyn,40.68811,-73.97236,Entire home/apt,93,4,1,5/14/2015,0.02,1,0
15476794,Charming Private House,99346083,Stella,Queens,40.70811,-73.74103,Entire home/apt,125,30,0,,,1,365
4430808,Studio-Private Entrance /Bath/Kitchen Near JFK,23002099,Sol & Izak,Queens,40.71873,-73.80324,Entire home/apt,64,2,192,6/17/2019,3.47,1,234
6775098,Soho/West Village 1 bedroom apt,23985505,Liz,Manhattan,40.72835,-74.00259,Entire home/apt,150,1,0,,,1,0
15497229,Bluebird Hell's Kitchen 1-BR + Killer City Views,95459395,Bluebird,Manhattan,40.76188,-73.99806,Entire home/apt,534,30,0,,,18,365
6769535,"1 brm, fully equip bth/rm & kitchen, 2nd fl walkup",32220047,Dalton,Queens,40.68511,-73.76012,Entire home/apt,105,3,7,9/17/2017,0.14,3,0
1264695,Classy Penthouse with Amazing View!,2737373,Ray,Manhattan,40.74984,-73.99482,Entire home/apt,595,3,106,6/18/2019,1.51,1,247
21155115,SUPER COZY Apartment in Manhattan (1 Bedroom!),152628203,Margarette,Manhattan,40.79221,-73.97331,Entire home/apt,120,4,7,1/28/2018,0.33,1,0
27237510,"*NO GUEST SERVICE FEE* Studio Suite w/ Queen Bed, Close to 51st St Subway",205031545,Red Awning,Manhattan,40.75299,-73.96659,Entire home/apt,699,3,8,5/19/2019,1.21,49,204
12834748,A bay window on Brooklyn,10273704,Matt,Brooklyn,40.68812,-73.97666,Private room,100,3,148,6/22/2019,3.83,2,42
20121308,Spacious room w/Private Roof Deck in Shared Apt,118883025,Apeksha,Manhattan,40.78182,-73.97915,Private room,120,1,141,6/30/2019,5.94,1,231
10855464,"A Spacious, Bright Brooklyn Bedroom",790177,Erin,Brooklyn,40.64553,-74.00221,Private room,40,2,119,11/1/2017,2.88,1,0
34020097,Cozy Room in Classic Crown Heights,98978751,Vita,Brooklyn,40.67052,-73.95612,Private room,70,1,4,6/18/2019,2.67,1,153
16331234,Bright & cozy 1BR/Balcony next to 3 subways!,3952200,Gala,Brooklyn,40.70581,-73.95004,Entire home/apt,100,3,72,6/22/2019,2.31,2,302
20016975,Rustic 1 Bedroom with Exposed Brick,55939980,Katy,Manhattan,40.75685,-73.96388,Entire home/apt,210,2,4,12/30/2018,0.22,1,0
23630582,Peaceful apartment near Prospect Park,26557574,Aurora,Brooklyn,40.67905,-73.97238,Entire home/apt,100,5,1,3/24/2018,0.06,1,0
6779136,West Village on the Hudson River,35488245,Jillian,Manhattan,40.73212,-74.01051,Entire home/apt,195,1,1,8/25/2015,0.02,1,0
23614417,478 BROOKLYN  2 bedrooms/2 bathrooms (974sf),176663321,Nathalie,Brooklyn,40.68235,-73.96128,Entire home/apt,200,30,6,5/31/2019,0.41,1,266
28978510,Quite 1 Bedroom Apartment near EBS,211549023,Studioplus,Manhattan,40.74822,-73.9873,Entire home/apt,240,2,14,6/22/2019,1.95,13,279
204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,Erica,Brooklyn,40.68634,-73.96161,Entire home/apt,248,2,58,6/4/2019,0.61,6,199
32617641,"2nd Floor, Room # 4 (12' x 18')",244817841,Aminul,Brooklyn,40.66962,-73.89404,Private room,42,7,1,5/24/2019,0.64,13,98
34371018,"1 Bedroom , Beautiful Spacious Brownstone
 Apt",85165113,LaTasha,Brooklyn,40.6818,-73.91813,Entire home/apt,100,3,3,6/1/2019,1.73,2,120
1066769,"Clean Room, Central Location in Manhattan",3327668,Tim,Manhattan,40.72046,-73.98773,Private room,120,1,360,6/24/2019,4.79,1,240
16823712,Room w/ terrace in house w/ backyard Williamsburg!,10810355,Valentine,Brooklyn,40.70833,-73.93916,Private room,66,12,9,5/27/2019,0.37,1,11
4216183,Cozy and Vibey Apt in Williamsburg,14565233,Gabriela,Brooklyn,40.71543,-73.94159,Entire home/apt,115,2,3,1/4/2015,0.05,1,0
13820755,Modern NYC Studio Apartment Near Central Park!,30283594,Kara,Manhattan,40.76647,-73.98146,Entire home/apt,199,30,0,,,121,189
32437992,"Private, Sunny Brooklyn Bedroom in 2 BR Apartment",158739,Zahavah Cara,Brooklyn,40.66311,-73.94356,Private room,65,2,2,7/1/2019,1.15,2,81
9970995,"Private BR in nice 4BR, Brooklyn",24332919,Gregoire,Brooklyn,40.72003,-73.94147,Private room,63,7,1,1/5/2016,0.02,1,0
19970249,Private room in the heart of Williamsburg,54769760,Irene,Brooklyn,40.71649,-73.96176,Private room,50,5,1,6/22/2019,1,1,11
25979705,Pre-War Elegance in Soho / West Village,8881505,Megan,Manhattan,40.72786,-74.005,Entire home/apt,175,5,20,6/13/2019,2.01,1,36
25841417,5min to JFK! Private Suite TwinBeds New home R1,6754369,Johann,Queens,40.69252,-73.80272,Private room,85,1,23,5/28/2019,1.75,4,114
24493940,Private Bedroom with En Suite Bath on Central Park,1114587,Keenan & Emily,Manhattan,40.79591,-73.96204,Private room,90,2,9,6/12/2019,0.62,3,181
22017344,Full Floor Penthouse Loft- 3BR 2 Bath Times Square,160373219,Mo,Manhattan,40.76656,-73.98848,Entire home/apt,487,4,50,6/19/2019,2.61,1,198
6262339,Cozy room with a view of the Hudson,4153233,Ted,Manhattan,40.85457,-73.94062,Private room,90,2,2,10/15/2017,0.08,2,0
1286024,*Superhost* Modern One Bedroom Manhattan apt,6986713,Chris,Manhattan,40.70946,-74.01235,Entire home/apt,350,3,27,9/8/2018,0.37,1,22
20640353,Beautiful Bright Stay in Williamsburg,3363377,Eryka,Brooklyn,40.70942,-73.94897,Private room,105,2,48,6/22/2019,2.14,2,46
8468180,Upper Westside 1 BR/1.5 Bath Apt,44593642,Charlie,Manhattan,40.78385,-73.97466,Entire home/apt,225,30,1,1/5/2016,0.02,1,0
17137626,"~UptownOasis~ Historic charm, HUGE room & privacyâ€¢",11167829,Dana  (& Justin),Manhattan,40.82935,-73.94255,Private room,54,2,72,6/30/2019,2.54,3,63
7217351,Red Hook Loading Dock Loft,10910216,Kate,Brooklyn,40.67993,-74.00688,Entire home/apt,450,1,5,4/20/2019,0.1,1,207
16756678,"Fully Furnished 4bedroom/2bathroom In Brooklyn, NY",50282911,Jeanne,Brooklyn,40.69455,-73.91118,Entire home/apt,197,30,1,2/20/2018,0.06,1,342
17122333,Luxury 2Bed/2Bth Private Loft Best NYC Location,48891349,Riley,Manhattan,40.74049,-74.00527,Entire home/apt,600,1,106,6/21/2019,3.75,1,286
32098667,"Sunny room in Downtown NYC, Two Bridges, Chinatown",240134265,Sam,Manhattan,40.71214,-73.99643,Private room,97,1,30,6/23/2019,5.84,3,174
31929849,Your own entire private place in BROOKLYN NY :),7958766,Sammy,Brooklyn,40.59988,-74.00415,Entire home/apt,99,2,17,6/30/2019,3.78,1,20
30964898,Chic Brooklyn Apartment,14100888,Alexandra,Brooklyn,40.66316,-73.95442,Entire home/apt,200,2,15,4/24/2019,2.3,1,0
30187850,Cozy room one block away from Central Park!,226772729,LucÃ­a,Manhattan,40.79535,-73.9641,Private room,120,5,1,1/19/2019,0.18,1,0
17762525,"Quiet, Comfortable Studio in Chelsea/Village",19824881,Julia,Manhattan,40.74128,-73.99986,Entire home/apt,139,1,0,,,1,0
31207065,Nice Room in Sunnyside (15 min to Times Square),222886357,Grace,Queens,40.73756,-73.91802,Private room,33,1,7,6/16/2019,1.11,2,0
14024708,Your beach-side bungalow awaits!,83930029,Fianna,Staten Island,40.56464,-74.1,Entire home/apt,62,1,0,,,1,0
11737916,Sunny Room 1/2 block from MTA,2350014,Laine,Brooklyn,40.67073,-73.95021,Private room,55,1,0,,,1,0
27142225,Lovely Brownstone in Brooklyn Heights,624101,Zak,Brooklyn,40.69176,-73.99336,Entire home/apt,132,3,6,5/27/2019,0.55,1,0
3511898,"Cute & Cozy Greenpoint Apt, Great Location",17682043,Adi,Brooklyn,40.73689,-73.95488,Entire home/apt,85,20,5,7/31/2017,0.09,1,0
1461721,3B. Private  Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,40.80759,-73.93839,Private room,55,1,167,5/7/2019,2.78,10,363
16015053,Nice Space in Williamsburg - Near Bedford L,8872284,Nick,Brooklyn,40.71304,-73.96381,Entire home/apt,149,1,120,6/16/2019,3.75,1,329
34714231,Exclusive Modern Deluxe Room in the heart of NYC!,260193759,Nyma,Manhattan,40.74674,-73.98735,Private room,100,1,3,7/1/2019,3,5,269
21105248,"Williamsburg - Private Bathroom, Steps To Subway",111020045,Ben,Brooklyn,40.71566,-73.94486,Private room,100,3,1,9/26/2017,0.05,1,0
20960223,Private room with private bathroom,25969105,Ghislain Serge,Brooklyn,40.69081,-73.92679,Private room,120,2,30,6/22/2019,1.39,1,13
3619399,Best Cozy & Modern Room in Town,17619450,Sean,Brooklyn,40.63631,-73.95313,Private room,69,1,4,10/20/2015,0.09,1,0
11435936,Huge 1bd Doorman GYM Roof 5224,16098958,Jeremy & Laura,Manhattan,40.76241,-73.98587,Entire home/apt,180,30,5,6/9/2018,0.15,96,303
36395052,Premium Spot for female. Close to subway & Park,156114168,Kateryna,Brooklyn,40.66049,-73.96162,Shared room,40,1,0,,,6,211
19858046,Perfect Grand Central apartment,140433041,Ariel,Manhattan,40.75083,-73.97271,Entire home/apt,325,3,21,12/29/2018,0.89,1,2
24248741,Minimal Williamsburg Space,2796906,Austin,Brooklyn,40.70833,-73.94898,Private room,46,1,3,4/13/2018,0.2,1,0
28891043,15min:Manhattan 5 subway line takes you everywhere,19303369,Hiroki,Queens,40.74909,-73.89538,Private room,41,29,1,12/15/2018,0.15,37,1
26840646,Bright Studio in the Heart of Bushwick,21924395,Natiya,Brooklyn,40.68657,-73.91354,Entire home/apt,63,2,10,4/17/2019,0.86,1,0
33746705,My home is open to everyone!,254382567,Vicente,Manhattan,40.84377,-73.93666,Private room,60,1,18,6/29/2019,6.07,1,305
13660249,WHOLE 1st floor-Family Friendly-2 BdRm w/Backyard,46370904,Cynthia,Brooklyn,40.64569,-74.00784,Entire home/apt,89,10,3,8/23/2018,0.09,1,1
24978091,"Cozy, newly furnished apartment in the heart of NY",14759219,Alexandra,Manhattan,40.74793,-73.97958,Entire home/apt,120,5,2,6/4/2018,0.15,1,0
29158675,"Amazing & Cozy Room, Same Street As The Subway!",219727469,Marcelo,Brooklyn,40.67737,-73.90935,Private room,75,1,43,6/23/2019,4.8,4,52
620214,NYC/Queens 1 Bedroom Apartment,3073291,David,Queens,40.76408,-73.92461,Entire home/apt,175,14,0,,,1,0
30661098,Bed-Stuy Gem with Cozy entire floor of Brownstone,45534171,Mariana,Brooklyn,40.68425,-73.92214,Entire home/apt,200,7,2,4/23/2019,0.32,1,31
16529936,Sunny room in 2bed apt in East Harlem Fullsize bed,8366233,Helga,Manhattan,40.79372,-73.93445,Private room,50,14,33,5/25/2019,1.1,2,22
32595489,Very Nice and Cozy Room Right by JFK and LIRR,245002893,Christopher,Queens,40.6684,-73.73563,Private room,42,5,2,5/13/2019,0.9,2,178
18857790,Private bedroom in a quiet and safe neighborhood,55813598,Karen,Brooklyn,40.60788,-73.97454,Private room,40,1,95,7/6/2019,3.69,2,354
35474470,Cute Apartment steps from Time Square,264805208,Mariel,Manhattan,40.75765,-73.99247,Entire home/apt,211,3,4,6/28/2019,4,1,56
32590674,Sonder | The Nash | Quaint 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,40.74892,-73.97571,Entire home/apt,300,2,5,5/2/2019,1.17,327,58
12345354,Tidy relaxing and sunny bedroom,921269,Fer,Manhattan,40.79711,-73.93647,Private room,60,3,27,12/9/2016,0.69,1,0
14236734,1 room West Village,86576234,Anne,Manhattan,40.72854,-74.00275,Private room,100,1,0,,,1,0
13282553,Comfortable Midtown Appartment 2BR,22656176,Gabrielle,Manhattan,40.75604,-73.9681,Entire home/apt,185,1,2,8/28/2016,0.05,1,0
23881522,Local hosts. Luxurious room few blocks to Q train,179442361,Derek,Brooklyn,40.61962,-73.96262,Private room,75,3,5,9/26/2018,0.36,1,67
25378040,Little Italian Manor 2,139871943,Patrick,Manhattan,40.7197,-73.99747,Private room,70,28,26,12/6/2018,1.99,3,147
34898663,Summer stay in Brooklyn,7028001,Pat,Brooklyn,40.69474,-73.94963,Private room,50,4,0,,,1,9
3411912,"Charming Apt, Perfect for Couples!",2574806,Liz,Brooklyn,40.69349,-73.92211,Entire home/apt,170,2,1,12/9/2015,0.02,1,0
11640318,"Executive Room Central Park-Comfort,Classy-Midtown",1709718,Victoria,Manhattan,40.76453,-73.97769,Private room,285,1,32,1/2/2019,1.39,2,365
13914237,Apt in Heart of NYC with AC !,6338590,Dashiell,Manhattan,40.78173,-73.98601,Entire home/apt,70,2,7,1/3/2017,0.19,1,0
23222310,Awesome cozy bedroom in hip area,30940393,Sarah,Brooklyn,40.68901,-73.90768,Private room,43,2,39,12/27/2018,2.31,2,0
35416343,2 BEDROOMS BROOKLYN BRAND NEW!,218260240,Katie,Brooklyn,40.72047,-73.94504,Entire home/apt,350,3,2,6/21/2019,2,1,363
20469195,"Secluded Room in EV, Private Patio, Open Kitchen!",34706197,Imri,Manhattan,40.72564,-73.98682,Private room,144,4,20,1/1/2019,1.08,2,94
1856914,Luxury Apartment a walk to the park,1010940,Amber,Manhattan,40.76906,-73.9517,Entire home/apt,240,5,6,7/13/2015,0.1,1,0
31836703,Amazing and spacius room in Bed-Stuy Brooklyn,6030450,Joana,Brooklyn,40.68442,-73.92441,Private room,80,3,6,7/1/2019,1.41,1,179
22060924,"Private room, modern apartment w/ PRIVATE ROOF!",5234625,Caroline,Brooklyn,40.70781,-73.94375,Private room,50,5,2,11/27/2018,0.22,1,0
35686679,Beautiful and spacious house in Forest Hills NY,141211593,Tamar,Queens,40.71655,-73.85219,Entire home/apt,250,5,0,,,1,53
8688783,Fun Unique Spacious Midtown Getaway,45620787,William,Manhattan,40.7644,-73.9693,Entire home/apt,275,2,148,6/23/2019,3.26,1,216
4603954,BRIGHT MODERN BEDROOM,23718461,Ingrid,Brooklyn,40.62949,-73.92703,Private room,85,2,0,,,1,365
31269651,Brooklyn Bliss A,219104513,Kendra,Brooklyn,40.65854,-73.93913,Private room,53,2,5,5/7/2019,0.91,2,191
31773364,Spacious room with easy commute to Grand Central!,137358866,Kazuya,Queens,40.74466,-73.909,Private room,38,30,0,,,103,244
784169,"Sunny, Gorgeous West Village Home",4135221,Nathalie,Manhattan,40.73186,-74.00329,Private room,160,1,148,6/21/2019,1.83,1,295
25776872,4 Bedroom Townhouse near Prospect Park w/Garden,193717499,Amy,Brooklyn,40.64919,-73.9731,Entire home/apt,375,7,1,7/21/2018,0.08,1,8
32166264,Private Bushwick room 15 mins from Manhattan,21536937,Chen,Brooklyn,40.70431,-73.92655,Private room,100,2,1,5/16/2019,0.56,1,89
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,40.70026,-73.90721,Entire home/apt,89,10,10,3/18/2019,0.18,1,222
24313500,Stunning spacious study private bedroom #4,183423525,Nina,Manhattan,40.80324,-73.96816,Private room,65,30,1,6/30/2019,1,4,211
34057129,Large one of a kind designer loft in Williamsburg!,22166460,Jarrod,Brooklyn,40.71902,-73.96414,Entire home/apt,170,4,4,7/1/2019,2.55,1,188
30695144,Williamsburg Studio,56286886,Juan Carlos,Brooklyn,40.71673,-73.96428,Entire home/apt,150,2,4,5/26/2019,0.59,1,12
21830694,A Piece of mind in the city,57882444,Antrice,Bronx,40.85973,-73.86699,Entire home/apt,70,2,7,1/2/2018,0.36,1,0
34545655,Beautiful & Comfortable Manhattan Rooms,260668537,Anne,Manhattan,40.81507,-73.94419,Private room,65,3,0,,,1,362
189732,Family & Friends in New York City,489400,O'Dell,Brooklyn,40.67497,-73.87305,Entire home/apt,169,3,177,6/29/2019,1.86,1,297
63360,Safe cute near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,Queens,40.75384,-73.91433,Entire home/apt,99,5,441,6/24/2019,4.5,1,226
582272,Privet Room in Greenpoint +Backyard *location,2712129,Raziel,Brooklyn,40.72437,-73.94847,Private room,75,5,1,11/13/2018,0.13,1,0
15358881,Meatpacking Triplex - A small home within NYC,67097911,J.J.,Manhattan,40.74101,-74.00496,Entire home/apt,300,2,7,8/5/2017,0.21,1,0
